Python,Java,C++,SQL,Machine_Learning,Deep_Learning,NLP,Computer_Vision,AWS,Azure,Docker,Kubernetes,Git,Linux,Flask,Django,Pandas,NumPy,Scikit_Learn,TensorFlow,PyTorch,PowerBI,Tableau,Excel,MongoDB,MySQL,Internship_Months,Projects,Research_Papers,Open_Source,GitHub_Score,LeetCode_Rating,CGPA,AWS_Cert,Google_Cert,Microsoft_Cert,IBM_Cert,Cisco_Cert,Communication,Leadership,Teamwork,Problem_Solving,Career
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,6,8,2,10,70,1976,8.37,0,0,0,0,0,8,9,9,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,10,5,1,8,57,2051,9.1,1,0,0,1,0,10,6,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,3,10,3,7,51,1492,9.52,1,0,1,0,1,10,9,9,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,6,0,4,81,1636,9.09,1,1,1,0,0,8,10,6,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,7,0,10,53,2094,8.62,0,0,1,1,0,10,5,10,9,AI Engineer
1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,5,2,1,51,2000,8.4,1,0,0,0,0,9,10,10,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,7,5,2,9,78,1556,8.04,0,0,0,0,1,10,9,7,9,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,11,9,1,0,57,1672,9.05,0,0,1,0,0,10,6,9,7,AI Engineer
1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,6,3,0,76,1353,9.2,1,0,0,0,1,7,7,7,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,4,9,1,0,53,1935,8.55,1,0,0,0,0,6,5,10,10,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,4,3,6,64,2031,8.59,0,0,1,0,0,8,9,6,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,5,10,0,8,87,1608,7.62,0,0,1,0,0,9,7,6,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,7,0,0,45,1624,8.77,0,0,0,1,0,6,10,10,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,12,5,2,5,78,1311,8.6,1,0,1,0,0,10,6,8,9,AI Engineer
1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,12,7,3,8,42,1636,9.11,0,0,0,1,1,8,6,10,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,7,1,8,70,1613,8.6,0,0,1,1,0,6,5,8,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,8,5,3,1,56,1902,8.71,0,0,0,0,1,9,9,7,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,9,8,3,6,83,1907,8.46,0,0,1,1,0,8,5,8,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,6,5,2,9,80,1776,7.88,1,1,1,1,0,8,9,10,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,7,2,5,69,1899,8.25,1,0,0,0,0,8,5,10,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,7,4,2,4,45,1661,9.03,0,1,0,0,0,9,10,6,6,AI Engineer
0,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,10,6,1,10,87,1210,9.62,0,0,1,0,1,6,9,9,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,6,1,6,95,2064,8.47,0,1,0,0,1,10,5,6,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,6,4,3,1,69,2153,8.9,1,0,0,1,0,6,6,9,8,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,11,4,0,0,55,994,8.59,0,1,0,0,0,9,6,8,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,6,9,1,2,40,1739,7.55,0,0,0,1,1,9,10,8,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,6,3,4,54,1052,9.67,1,0,1,1,0,8,8,6,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,4,0,0,93,1355,7.8,0,0,0,0,0,8,5,6,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,6,3,2,66,1308,8.98,0,1,0,0,1,9,10,8,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,8,10,1,2,55,2113,8.23,0,0,0,0,0,10,9,7,10,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,9,8,0,5,59,1560,7.81,1,0,0,0,0,7,10,10,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,4,10,2,7,40,1443,7.98,0,0,0,0,1,9,10,9,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,5,8,3,2,43,1107,8.26,0,0,0,0,0,8,7,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,10,6,1,4,76,1026,7.85,0,1,0,0,0,10,6,10,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,10,2,5,98,1037,7.7,0,0,0,0,0,6,10,10,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,10,6,2,0,61,1520,8.22,0,0,0,0,1,8,10,9,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,10,8,3,10,99,1153,9.07,1,0,0,0,0,10,7,8,7,AI Engineer
1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,7,3,5,69,1416,8.0,1,0,0,0,1,8,9,10,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,12,10,1,5,86,1355,9.08,0,0,0,0,1,7,10,10,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,6,3,0,95,1208,7.82,1,0,0,0,0,8,10,7,6,AI Engineer
1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,6,5,2,4,48,1110,8.38,0,1,0,1,1,10,9,10,8,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,3,9,0,6,68,1678,7.78,1,0,1,0,1,9,10,6,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,5,4,0,1,97,1424,8.98,0,0,1,1,0,6,7,8,8,AI Engineer
1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,4,3,9,70,2065,9.06,1,0,0,1,0,7,8,9,6,AI Engineer
1,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,11,10,3,7,95,1238,7.67,0,1,0,1,1,9,8,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,10,9,2,7,47,1099,9.25,1,1,0,0,1,10,7,6,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,9,10,3,8,89,1262,9.09,1,0,1,0,0,8,9,9,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,9,0,5,75,1883,8.84,0,0,0,0,0,9,5,10,6,AI Engineer
0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,9,7,2,8,43,926,9.21,1,0,0,0,1,8,9,10,10,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,4,10,2,8,54,1276,8.7,0,1,0,0,1,7,10,8,8,AI Engineer
1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,6,1,5,72,1068,9.68,1,0,0,1,1,7,10,9,6,AI Engineer
1,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,12,4,0,5,99,1929,7.74,0,1,1,0,0,9,10,6,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,11,5,1,2,54,2163,9.42,1,1,0,0,0,10,8,10,6,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5,9,2,7,69,1812,8.33,1,0,1,0,0,7,9,7,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,12,9,1,8,48,1813,7.87,0,0,0,1,0,8,5,7,9,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,9,6,2,7,90,1887,9.54,1,0,0,1,0,8,6,7,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,4,1,7,78,1865,9.49,1,0,0,0,0,7,9,10,8,AI Engineer
1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,9,8,3,5,95,988,9.1,0,0,0,0,0,10,5,9,7,AI Engineer
1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,10,3,2,63,2045,8.78,1,1,1,0,0,6,10,7,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,5,9,3,7,40,1313,9.46,0,0,1,0,0,7,9,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,11,6,2,1,91,1951,9.7,0,0,0,0,0,10,8,7,8,AI Engineer
1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,6,7,1,3,87,1395,9.51,1,1,1,0,1,6,5,6,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,10,6,0,0,83,1331,8.37,1,0,0,1,1,8,8,10,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,10,6,2,8,94,2062,7.61,1,1,1,1,0,6,8,8,8,AI Engineer
1,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,12,7,0,1,50,1603,8.02,1,1,1,0,1,9,7,10,10,AI Engineer
1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,5,8,1,0,42,1630,9.48,1,0,0,0,1,9,6,10,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,12,5,0,8,63,1286,8.45,0,0,1,0,0,9,6,8,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,6,4,1,0,71,1344,8.29,1,0,0,0,0,8,5,7,6,AI Engineer
1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,6,3,10,59,1306,8.33,1,0,0,1,0,6,6,8,10,AI Engineer
1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,6,4,3,5,86,1175,8.08,1,0,0,0,0,10,6,10,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,6,3,10,60,1126,7.72,0,1,0,1,1,6,8,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,4,5,0,1,86,1373,8.72,1,0,1,0,1,10,8,6,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,10,7,0,0,58,2120,7.54,1,0,1,0,1,8,5,8,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,0,3,10,2,5,96,1789,8.46,0,0,1,0,0,6,10,9,6,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,10,7,1,8,79,1973,8.07,1,0,1,0,1,9,8,8,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,5,1,3,74,1971,9.23,0,0,0,0,0,9,9,10,6,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,4,1,8,59,1583,8.63,0,1,0,0,1,10,7,6,8,AI Engineer
1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,7,9,1,6,98,1197,9.01,0,1,1,0,0,7,7,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,9,7,3,2,50,1295,8.02,0,0,0,0,1,7,6,6,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,11,7,0,3,58,1800,8.42,1,0,0,0,0,6,10,10,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,11,8,1,6,75,1679,7.6,1,1,0,0,1,7,6,6,9,AI Engineer
1,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,5,5,0,10,62,975,7.83,1,0,0,1,1,6,8,7,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,11,4,3,9,99,1488,8.48,0,1,0,0,0,10,9,9,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,8,6,3,9,79,959,9.41,1,0,0,0,0,6,10,7,9,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,4,10,2,5,85,964,8.12,1,0,0,0,1,10,7,7,6,AI Engineer
1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,4,6,3,0,46,1966,9.26,0,1,0,0,1,7,6,8,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,12,8,3,9,62,1539,8.26,1,0,0,1,0,9,9,7,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,7,0,5,75,1045,9.32,0,0,0,0,0,9,8,6,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,6,10,1,9,97,900,9.24,0,0,1,0,0,7,10,8,8,AI Engineer
1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,9,7,1,10,51,1872,7.82,0,0,0,0,1,7,6,6,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,3,4,3,5,47,2088,8.61,0,1,0,0,0,8,8,10,6,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,10,8,1,9,43,1497,9.36,0,1,1,0,0,8,7,7,10,AI Engineer
1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,4,2,1,43,1243,8.57,0,0,0,0,1,9,8,8,7,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,6,0,10,40,1039,7.53,1,1,0,1,1,7,5,6,10,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,10,0,4,89,1027,8.38,1,1,0,1,0,9,6,10,9,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,4,8,1,0,64,1887,7.78,0,0,1,1,1,6,7,10,8,AI Engineer
1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,3,4,2,0,61,987,8.43,1,0,0,0,0,10,6,10,7,AI Engineer
1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,8,4,1,5,93,1336,9.26,0,1,1,1,0,8,9,7,9,AI Engineer
1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,12,4,2,5,66,909,8.78,1,0,0,0,0,10,9,7,9,AI Engineer
